Date and Time: 09-Aug-2024 16:39:11
---------------------------------
N514; 9.072980; 4.267227; 5.559614; 
N515; 9.080608; 4.252705; 5.584989; 
N516; 9.088236; 4.238183; 5.610363; 
N517; 9.095864; 4.223661; 5.635738; 
N518; 9.103492; 4.209138; 5.661113; 
N519; 9.111120; 4.194616; 5.686487; 
N520; 9.118748; 4.180094; 5.711862; 
N521; 9.126376; 4.165572; 5.737237; 
N522; 9.134004; 4.151050; 5.762611; 
N523; 9.141632; 4.136528; 5.787986; 
N524; 9.149260; 4.122006; 5.813361; 
N525; 9.156888; 4.107484; 5.838735; 
N526; 9.164516; 4.092962; 5.864110; 
N527; 9.172144; 4.078440; 5.889485; 
N528; 9.179772; 4.063918; 5.914860; 
N529; 9.187400; 4.049395; 5.940234; 
N530; 9.195028; 4.034873; 5.965609; 
N531; 9.202656; 4.020351; 5.990984; 
N532; 9.210284; 4.005829; 6.016358; 
N533; 9.217912; 3.991307; 6.041733; 
N534; 9.225540; 3.976785; 6.067108; 
N535; 9.233168; 3.962263; 6.092482; 
N536; 9.240796; 3.947741; 6.117857; 
N537; 9.248424; 3.933219; 6.143232; 
N538; 9.256052; 3.918697; 6.168606; 
N539; 9.263680; 3.904174; 6.193981; 
N540; 9.271308; 3.889652; 6.219356; 
N541; 9.278936; 3.875130; 6.244730; 
N542; 9.286564; 3.860608; 6.270105; 
N543; 9.294192; 3.846086; 6.295480; 
N544; 9.301820; 3.831564; 6.320854; 
N545; 9.309448; 3.817042; 6.346229; 
N546; 9.317076; 3.802520; 6.371604; 
N547; 9.324704; 3.787998; 6.396979; 
N548; 9.332332; 3.773476; 6.422353; 
N549; 9.339960; 3.758954; 6.447728; 
N550; 9.347588; 3.744431; 6.473103; 
N551; 9.355216; 3.729909; 6.498477; 
N552; 9.362844; 3.715387; 6.523852; 
N553; 9.370472; 3.700865; 6.549227; 
N554; 9.378100; 3.686343; 6.574601; 
N555; 9.385728; 3.671821; 6.599976; 
N556; 9.393356; 3.657299; 6.625351; 
N557; 9.400984; 3.642777; 6.650725; 
N558; 9.408612; 3.628255; 6.676100; 
N559; 9.416240; 3.613733; 6.701475; 
N560; 9.423868; 3.599211; 6.726849; 
N561; 9.431496; 3.584688; 6.752224; 
N562; 9.439124; 3.570166; 6.777599; 
N563; 9.446752; 3.555644; 6.802973; 
N564; 9.454380; 3.541122; 6.828348; 
N565; 9.462008; 3.526600; 6.853723; 
N566; 9.469636; 3.512078; 6.879098; 
N567; 9.477264; 3.497556; 6.904472; 
N568; 9.484892; 3.483034; 6.929847; 
N569; 9.492520; 3.468512; 6.955222; 
N570; 9.500148; 3.453990; 6.980596; 
N571; 9.507776; 3.439468; 7.005971; 
N572; 9.515404; 3.424945; 7.031346; 
N573; 9.523032; 3.410423; 7.056720; 
N574; 9.530660; 3.395901; 7.082095; 
N575; 9.538288; 3.381379; 7.107470; 
N576; 9.545916; 3.366857; 7.132844; 
N577; 9.553544; 3.352335; 7.158219; 
N578; 9.561172; 3.337813; 7.183594; 
N579; 9.568800; 3.323291; 7.208968; 
N580; 9.576428; 3.308769; 7.234343; 
N581; 9.584056; 3.294247; 7.259718; 
N582; 9.591684; 3.279725; 7.285092; 
N583; 9.599312; 3.265202; 7.310467; 
N584; 9.606940; 3.250680; 7.335842; 
N585; 9.614568; 3.236158; 7.361217; 
N586; 9.622196; 3.221636; 7.386591; 
N587; 9.629824; 3.207114; 7.411966; 
N588; 9.637452; 3.192592; 7.437341; 
N589; 9.645080; 3.178070; 7.462715; 
N590; 9.652708; 3.163548; 7.488090; 
N591; 9.660336; 3.149026; 7.513465; 
N592; 9.667964; 3.134504; 7.538839; 
N593; 9.675592; 3.119982; 7.564214; 
N594; 9.683220; 3.105459; 7.589589; 
N595; 9.690848; 3.090937; 7.614963; 
N596; 9.698476; 3.076415; 7.640338; 
N597; 9.706104; 3.061893; 7.665713; 
N598; 9.713732; 3.047371; 7.691087; 
N599; 9.721360; 3.032849; 7.716462; 
